epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.902568,0.549346,0.201515,0.508065,0.520415,0.581369,0.700734,0.516000,0.620690,0.545890,0.532774,1.721692
2,0.001999,0.168326,0.639120,0.345104,0.522043,0.670509,0.436122,0.175653,0.541500,0.170136,0.796933,0.625767,1.927531
3,0.001995,0.163827,0.685493,0.152982,0.598925,0.687697,0.617871,0.709789,0.576000,0.640678,0.709877,0.662254,1.796575
4,0.001988,0.163753,0.720571,0.106708,0.830645,0.898387,0.840304,0.873112,0.823000,0.832703,0.942577,0.920245,1.646485
5,0.001978,0.115406,0.791914,0.294966,0.716667,0.885235,0.745627,0.742989,0.798000,0.748756,0.946380,0.925735,1.829691
6,0.001966,0.105500,0.828181,0.624078,0.708602,0.956713,0.728897,0.810825,0.661500,0.733988,0.902086,0.871811,1.666289
7,0.001951,0.127070,0.823424,1.048066,0.684946,0.959046,0.728137,0.815198,0.651500,0.734678,0.915951,0.871489,1.678652
8,0.001934,0.120747,0.848989,0.236633,0.658065,0.954003,0.717490,0.810120,0.637000,0.728090,0.953926,0.888602,1.714727
9,0.001914,0.173196,0.787753,0.093602,0.862903,0.940246,0.839544,0.866877,0.839500,0.840378,0.940982,0.929609,1.779851
10,0.001891,0.085237,0.863853,0.149004,0.795699,0.964601,0.806844,0.816474,0.846500,0.820363,0.967239,0.954472,1.618035
11,0.001866,0.066810,0.895363,0.409464,0.795699,0.967145,0.809125,0.859620,0.762500,0.797268,0.956687,0.936713,1.740541
12,0.001839,0.053910,0.916171,0.737226,0.712903,0.954895,0.752091,0.827147,0.686000,0.752366,0.932331,0.901840,1.833254
13,0.001809,0.101817,0.863853,0.245452,0.818280,0.971982,0.833840,0.876309,0.793500,0.820200,0.968834,0.951243,1.999901
14,0.001777,0.044973,0.931629,0.927230,0.733871,0.964981,0.761597,0.833200,0.696000,0.758539,0.950000,0.916371,1.900257
