epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.750258,0.633889,0.250833,0.650909,0.805368,0.544325,0.514538,0.653110,0.716560,0.965177,0.904460,1.877163
2,0.001999,0.110433,0.847778,0.148389,0.773182,0.870368,0.815735,0.688910,0.799727,0.787219,0.979227,0.957827,1.926273
3,0.001995,0.096509,0.856111,0.509903,0.687273,0.889796,0.815735,0.516543,0.675666,0.524311,0.966767,0.932613,1.880206
4,0.001988,0.058058,0.912222,0.311885,0.805000,0.897464,0.767740,0.673026,0.803828,0.815671,0.995875,0.981231,1.725022
5,0.001978,0.047835,0.933333,0.534956,0.810909,0.905612,0.732731,0.661582,0.799385,0.825453,0.999742,0.998643,1.773881
6,0.001966,0.049191,0.937778,0.714885,0.675455,0.830951,0.575193,0.551381,0.697539,0.758131,0.984576,0.933292,1.855565
7,0.001951,0.084044,0.882222,0.349184,0.788636,0.883725,0.696029,0.638945,0.787765,0.821500,0.998604,0.992651,1.730647
8,0.001934,0.030203,0.972222,0.495902,0.828182,0.919186,0.787126,0.694902,0.819549,0.829897,0.993792,0.986432,1.931954
9,0.001914,0.048078,0.959444,0.254849,0.823182,0.911757,0.758140,0.681694,0.815789,0.836220,0.999785,0.998869,1.965271
10,0.001891,0.047933,0.940000,0.500567,0.675455,0.812532,0.533785,0.535185,0.673958,0.749343,0.986960,0.957035,1.893423
11,0.001866,0.025889,0.964444,0.389717,0.830909,0.919574,0.777903,0.692388,0.820232,0.834695,0.999227,0.995930,1.884881
12,0.001839,0.035880,0.953333,0.320142,0.820000,0.916746,0.775456,0.687941,0.811688,0.826784,0.999463,0.997173,2.006126
13,0.001809,0.022066,0.974444,0.378708,0.826818,0.916960,0.753435,0.675903,0.811005,0.831659,0.999291,0.996269,2.063751
14,0.001777,0.023111,0.968889,0.368265,0.827727,0.916995,0.761152,0.682829,0.814764,0.834453,0.999506,0.997400,1.932942
15,0.001743,0.024363,0.973889,0.800318,0.681364,0.790913,0.538114,0.542335,0.681818,0.757489,0.985521,0.937588,2.076057
16,0.001707,0.015418,0.976667,0.694040,0.775000,0.897111,0.695840,0.640889,0.789132,0.823765,0.999398,0.996834,1.889184
17,0.001669,0.013503,0.981667,0.578220,0.817727,0.912248,0.758705,0.679820,0.813055,0.832671,0.999527,0.997513,1.832893
18,0.001629,0.018619,0.978889,0.548853,0.737273,0.882256,0.615848,0.588591,0.734108,0.789616,0.997981,0.989372,1.779241
19,0.001588,0.023807,0.970556,0.383234,0.826364,0.916949,0.759646,0.682575,0.817157,0.836940,0.999721,0.998530,1.763823
20,0.001545,0.010839,0.987222,0.331387,0.824545,0.914202,0.765669,0.684571,0.813397,0.831897,0.999076,0.995138,1.724749
21,0.001500,0.010354,0.985556,0.368370,0.811364,0.915152,0.751365,0.678979,0.814764,0.837530,0.999764,0.998756,1.732159
22,0.001454,0.030907,0.964444,0.452863,0.838636,0.924430,0.793714,0.693169,0.808954,0.815815,0.990526,0.989824,1.718498
23,0.001407,0.008814,0.989444,0.613137,0.828636,0.915950,0.769057,0.690230,0.820574,0.838908,0.999592,0.997852,1.734462
24,0.001358,0.015316,0.984444,0.462411,0.773636,0.878618,0.680595,0.630846,0.777854,0.816901,0.998904,0.994234,1.747706
25,0.001309,0.011017,0.986667,0.483483,0.798182,0.903887,0.720309,0.660265,0.802461,0.833237,0.999785,0.998869,1.987536
26,0.001259,0.007023,0.994444,0.493678,0.817727,0.909077,0.751741,0.683009,0.821258,0.844577,0.999570,0.997739,1.946572
27,0.001208,0.011343,0.986667,0.501009,0.821818,0.916053,0.767363,0.681771,0.807929,0.824922,0.995188,0.994573,1.724368
28,0.001156,0.004666,0.992778,0.546628,0.815000,0.907123,0.741389,0.671135,0.811347,0.835518,0.999678,0.998304,1.720422
29,0.001105,0.004106,0.995556,0.572154,0.832727,0.911193,0.767363,0.687879,0.820574,0.838412,0.999635,0.998078,1.749268
30,0.001052,0.009078,0.988889,0.563322,0.773636,0.889285,0.683606,0.633530,0.780588,0.819053,0.999398,0.996834,1.717312
31,0.001000,0.012686,0.982778,1.035305,0.764091,0.879957,0.669490,0.624305,0.773753,0.815084,0.997830,0.988580,1.716152
32,0.000948,0.011788,0.982222,0.627436,0.768182,0.888486,0.673631,0.627097,0.774778,0.815664,0.999377,0.996721,1.983937
33,0.000895,0.007733,0.987778,0.435675,0.834545,0.918324,0.764540,0.684807,0.816131,0.834767,0.999506,0.997400,2.033713
34,0.000844,0.006018,0.992778,0.717844,0.785909,0.888726,0.700546,0.645578,0.791524,0.826112,0.999656,0.998191,1.947691
35,0.000792,0.001718,0.997778,0.574520,0.825909,0.909160,0.767175,0.685322,0.813055,0.831225,0.999334,0.996495,2.098465
36,0.000741,0.006734,0.991667,0.582647,0.818636,0.914980,0.734990,0.669173,0.808271,0.835436,0.999742,0.998643,2.027357
37,0.000691,0.003188,0.995556,0.742563,0.815909,0.907459,0.744965,0.675915,0.817498,0.841071,0.999635,0.998078,2.019178
38,0.000642,0.002491,0.997778,0.783636,0.808182,0.905925,0.731790,0.668528,0.812714,0.839860,0.999850,0.999209,2.016676
39,0.000593,0.006576,0.991111,0.804557,0.785000,0.895393,0.699981,0.645778,0.793575,0.827920,0.999613,0.997965,1.935874
40,0.000546,0.007329,0.990556,0.385891,0.816364,0.909906,0.733484,0.668694,0.812372,0.838861,0.999936,0.999661,2.046481
41,0.000500,0.003523,0.995000,0.480312,0.831818,0.923856,0.759458,0.684444,0.819891,0.840255,0.999527,0.997513,1.796856
42,0.000455,0.003455,0.996111,0.425280,0.806818,0.918191,0.731978,0.665099,0.805878,0.832744,0.999742,0.998643,1.724874
43,0.000412,0.001801,0.997778,0.623851,0.825909,0.916919,0.764916,0.686732,0.819549,0.838334,0.999592,0.997852,1.726827
44,0.000371,0.001779,0.997778,0.604746,0.816818,0.919032,0.737813,0.669827,0.811005,0.836342,0.999678,0.998304,1.740298
45,0.000331,0.001145,0.999444,0.718568,0.818636,0.915423,0.748918,0.676371,0.815448,0.837740,0.999484,0.997286,1.719748
46,0.000293,0.000884,0.998333,0.655279,0.829545,0.915641,0.771692,0.689690,0.817498,0.834675,0.999377,0.996721,1.720877
47,0.000257,0.002372,0.996111,0.529684,0.827273,0.922188,0.750235,0.677678,0.815448,0.837838,0.999678,0.998304,2.039326
48,0.000223,0.001262,0.998889,0.716096,0.813182,0.911466,0.734425,0.669632,0.811688,0.838464,0.999785,0.998869,2.063010
49,0.000191,0.001626,0.997778,0.613101,0.835000,0.915326,0.770563,0.688951,0.817498,0.834879,0.999463,0.997173,2.015346
50,0.000161,0.001009,0.998889,0.657280,0.830000,0.913955,0.765481,0.685830,0.817498,0.835894,0.999484,0.997286,2.026581
51,0.000134,0.000652,0.999444,0.679324,0.829091,0.917652,0.758893,0.682685,0.816815,0.837181,0.999570,0.997739,1.743693
52,0.000109,0.000567,0.999444,0.665811,0.825909,0.916676,0.756823,0.681460,0.816815,0.837576,0.999613,0.997965,1.800535
53,0.000086,0.001257,0.998889,0.616393,0.832727,0.916624,0.766610,0.687185,0.817498,0.836096,0.999570,0.997739,1.803652
54,0.000066,0.000803,0.999444,0.651587,0.831818,0.920983,0.760964,0.685644,0.821258,0.841178,0.999592,0.997852,1.797026
55,0.000049,0.000963,0.999444,0.668464,0.829545,0.917703,0.754752,0.680402,0.816473,0.837813,0.999506,0.997400,1.735590
56,0.000034,0.000876,0.998889,0.661906,0.835000,0.918663,0.761717,0.686012,0.819549,0.839709,0.999549,0.997626,1.761689
57,0.000022,0.000992,0.999444,0.656141,0.836818,0.918466,0.766046,0.688705,0.820232,0.839438,0.999527,0.997513,1.980261
58,0.000012,0.000433,1.000000,0.678607,0.832273,0.917488,0.754376,0.679755,0.815789,0.837111,0.999463,0.997173,1.726537
59,0.000005,0.000755,0.999444,0.677533,0.832727,0.918922,0.756446,0.681124,0.816815,0.837576,0.999527,0.997513,1.713987
