epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.841091,0.652019,0.142864,0.753723,0.819851,0.690728,0.542605,0.650000,0.608123,0.738039,0.544892,1.509100
2,0.001999,0.164605,0.750594,0.652701,0.717021,0.812946,0.754967,0.451039,0.645098,0.456456,0.740392,0.665635,1.538309
3,0.001995,0.150246,0.770190,0.307915,0.737766,0.894511,0.732450,0.397015,0.617647,0.405488,0.830784,0.642931,1.532466
4,0.001988,0.114852,0.820071,0.342550,0.788830,0.872538,0.772185,0.648262,0.731373,0.698238,0.816275,0.684211,1.510836
5,0.001978,0.083035,0.888955,0.558886,0.684043,0.915428,0.546358,0.579497,0.626471,0.712453,0.877843,0.779154,1.522058
6,0.001966,0.086146,0.894299,0.663500,0.746808,0.924586,0.758278,0.464023,0.648039,0.468148,0.863137,0.742002,1.555733
7,0.001951,0.067770,0.895487,0.352452,0.823936,0.923622,0.759603,0.713043,0.774510,0.796820,0.902941,0.831785,1.523033
8,0.001934,0.042835,0.936461,0.281647,0.839362,0.921660,0.809272,0.756345,0.815686,0.826248,0.904510,0.845201,1.541127
9,0.001914,0.071673,0.902613,0.231025,0.869681,0.939201,0.852980,0.788973,0.836275,0.832497,0.905490,0.817337,1.637612
10,0.001891,0.059699,0.917458,0.212769,0.854787,0.945970,0.836424,0.779661,0.829412,0.833969,0.916863,0.858617,1.537570
11,0.001866,0.076111,0.889549,0.332655,0.861702,0.917619,0.846358,0.760825,0.813725,0.795259,0.899412,0.819401,1.599291
12,0.001839,0.037731,0.947743,0.741837,0.792021,0.886848,0.798013,0.598155,0.710784,0.606142,0.888235,0.787410,1.778612
13,0.001809,0.044091,0.935867,0.531315,0.819681,0.919826,0.839073,0.713781,0.775490,0.725749,0.915490,0.836945,1.531447
14,0.001777,0.049905,0.938836,0.749957,0.810106,0.901562,0.787417,0.567968,0.694118,0.574932,0.885882,0.775026,1.593840
15,0.001743,0.031750,0.952494,0.308215,0.885638,0.936666,0.869536,0.811483,0.851961,0.848849,0.922549,0.882353,1.536941
16,0.001707,0.042426,0.951900,0.248832,0.863830,0.939517,0.821854,0.766290,0.824510,0.831291,0.910000,0.830753,1.540900
17,0.001669,0.045437,0.932898,0.306463,0.871277,0.938291,0.872848,0.804481,0.846078,0.834213,0.924510,0.869969,1.509671
18,0.001629,0.021864,0.972090,0.308443,0.878191,0.937889,0.868212,0.804326,0.844118,0.837257,0.920588,0.851393,1.596783
19,0.001588,0.026904,0.966152,0.267798,0.870213,0.943436,0.857616,0.800371,0.849020,0.848425,0.923529,0.895769,1.571196
20,0.001545,0.025767,0.964964,0.277578,0.870213,0.939833,0.858940,0.782875,0.825490,0.811839,0.913725,0.825593,1.550319
21,0.001500,0.022103,0.972684,0.344565,0.835106,0.952214,0.800662,0.753076,0.808824,0.824798,0.918039,0.859649,1.541002
22,0.001454,0.033917,0.948337,0.473542,0.867021,0.927988,0.844371,0.745395,0.796078,0.767857,0.912745,0.809082,1.531930
23,0.001407,0.019398,0.975059,0.284093,0.879787,0.945449,0.886093,0.821946,0.854902,0.842887,0.925294,0.895769,1.565328
24,0.001358,0.014437,0.983373,0.317482,0.883511,0.943565,0.879470,0.816901,0.851961,0.843198,0.918824,0.886481,1.557444
25,0.001309,0.015491,0.983373,0.569000,0.872340,0.932284,0.853642,0.750282,0.800000,0.764977,0.923529,0.845201,1.514671
26,0.001259,0.017264,0.977435,0.380550,0.875000,0.936725,0.874834,0.807731,0.844118,0.833158,0.925294,0.866873,1.557642
27,0.001208,0.025428,0.967340,0.479629,0.817021,0.930844,0.861589,0.767519,0.812745,0.783201,0.924510,0.861713,1.535064
28,0.001156,0.016483,0.975059,0.778355,0.826064,0.899745,0.839735,0.713270,0.775490,0.724428,0.920392,0.827657,1.547980
29,0.001105,0.015674,0.980404,0.566421,0.857979,0.934491,0.845695,0.733714,0.788235,0.748252,0.923333,0.836945,1.578255
30,0.001052,0.014791,0.981591,0.339156,0.889894,0.947055,0.882119,0.822709,0.856863,0.849794,0.925882,0.874097,1.801078
31,0.001000,0.020562,0.976841,0.288560,0.885106,0.944995,0.864901,0.807910,0.850000,0.848665,0.926863,0.863777,1.734447
32,0.000948,0.010811,0.982779,0.655664,0.851064,0.932614,0.847682,0.733179,0.787255,0.744405,0.925490,0.842105,1.671433
33,0.000895,0.010755,0.989905,0.476466,0.878191,0.938670,0.879470,0.810417,0.845098,0.831197,0.926667,0.871001,1.767031
34,0.000844,0.007544,0.990499,0.417042,0.902128,0.954456,0.879470,0.817269,0.851961,0.843523,0.920196,0.879257,1.643255
35,0.000792,0.005589,0.992874,0.743816,0.857979,0.940015,0.866225,0.773034,0.816667,0.786286,0.924314,0.877193,1.969519
36,0.000741,0.006674,0.995843,0.434892,0.864362,0.946881,0.850331,0.797491,0.845098,0.849237,0.920000,0.868937,1.852122
37,0.000691,0.022941,0.972090,1.127561,0.803723,0.932352,0.817219,0.644330,0.735294,0.649351,0.920980,0.841073,1.706199
38,0.000642,0.025486,0.975059,0.532436,0.869149,0.940092,0.878146,0.802998,0.839216,0.820569,0.929412,0.884417,1.786891
39,0.000593,0.005391,0.994062,0.364692,0.909043,0.958051,0.874172,0.805726,0.845098,0.832981,0.923529,0.891641,1.867701
40,0.000546,0.004974,0.994656,0.663893,0.860106,0.942469,0.851656,0.747748,0.796078,0.761468,0.920392,0.837977,1.766277
41,0.000500,0.004347,0.995843,0.634274,0.868085,0.941532,0.855629,0.757238,0.803922,0.772727,0.923725,0.849329,1.863817
