epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,1.441068,0.500000,0.170394,0.576744,0.641587,0.532804,0.200905,0.511236,0.203297,0.618202,0.538734,0.723374
2,0.001999,0.174109,0.529412,0.172543,0.513954,0.606303,0.469312,0.633808,0.498315,0.660327,0.517978,0.518037,0.711633
3,0.001995,0.171990,0.547315,0.198914,0.537209,0.583148,0.587831,0.567463,0.583146,0.579365,0.656854,0.552927,0.869560
4,0.001988,0.166134,0.601023,0.165977,0.555814,0.623518,0.513757,0.621031,0.534270,0.644968,0.660674,0.575399,0.811784
5,0.001978,0.163181,0.645780,0.160526,0.608140,0.676431,0.563492,0.498480,0.561236,0.512180,0.734831,0.666470,0.866607
6,0.001966,0.154019,0.699488,0.146706,0.717442,0.768196,0.659259,0.591888,0.648315,0.598718,0.767978,0.716736,0.761371
7,0.001951,0.171746,0.654731,0.201315,0.568605,0.714876,0.544444,0.654910,0.565169,0.678571,0.770000,0.608516,0.775550
8,0.001934,0.140715,0.718670,0.148444,0.646512,0.752142,0.658730,0.673087,0.660674,0.687371,0.821236,0.672975,0.898283
9,0.001914,0.175744,0.629156,0.154950,0.613953,0.813391,0.556614,0.652858,0.575281,0.675815,0.826854,0.635719,0.839863
10,0.001891,0.149473,0.672634,0.155567,0.588372,0.723383,0.614815,0.696919,0.630899,0.718147,0.900225,0.803666,0.853931
11,0.001866,0.120865,0.792839,0.165842,0.772093,0.826063,0.717460,0.647292,0.709551,0.654643,0.829326,0.745713,0.887455
12,0.001839,0.100786,0.854220,0.147817,0.777907,0.843743,0.766138,0.746560,0.766292,0.757858,0.922472,0.835600,0.763602
13,0.001809,0.085047,0.855499,0.186367,0.758140,0.864083,0.729630,0.750610,0.738202,0.767465,0.927079,0.775872,0.817110
14,0.001777,0.092452,0.879795,0.164340,0.829070,0.884797,0.811111,0.797504,0.811236,0.807118,0.945506,0.835009,0.805095
15,0.001743,0.064995,0.919437,0.493868,0.740698,0.880092,0.706878,0.751123,0.723596,0.772643,0.917416,0.757540,0.858823
16,0.001707,0.062341,0.921995,0.104460,0.800000,0.913553,0.782011,0.790650,0.785955,0.803304,0.975955,0.891189,0.776103
17,0.001669,0.071384,0.910486,0.229905,0.770930,0.850352,0.732275,0.636494,0.719663,0.639711,0.930562,0.865169,0.864698
18,0.001629,0.055979,0.916880,0.185739,0.856977,0.914186,0.814286,0.776575,0.807865,0.781050,0.955618,0.821407,0.798765
19,0.001588,0.031388,0.961637,0.196534,0.883721,0.913380,0.856614,0.838209,0.855056,0.844765,0.963483,0.878770,0.880668
20,0.001545,0.047438,0.934783,0.203630,0.872093,0.898989,0.843386,0.815461,0.838202,0.819549,0.971798,0.887049,1.084539
21,0.001500,0.021209,0.971867,0.200757,0.868605,0.904776,0.820106,0.780928,0.814607,0.785992,0.967978,0.881135,1.088792
22,0.001454,0.036580,0.974425,0.233989,0.839535,0.904970,0.802116,0.755875,0.793820,0.759344,0.963034,0.844471,0.952055
23,0.001407,0.039366,0.964194,0.216060,0.802326,0.890389,0.788360,0.719101,0.776404,0.720113,0.983596,0.948551,0.863132
24,0.001358,0.019168,0.980818,0.228169,0.894186,0.910352,0.866138,0.850913,0.864607,0.856973,0.967191,0.876404,0.882228
25,0.001309,0.017795,0.978261,0.235136,0.852326,0.902280,0.849735,0.821832,0.843820,0.824937,0.973034,0.905381,0.865479
