epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.798522,0.538889,0.180192,0.507273,0.567881,0.716356,0.192823,0.532809,0.208454,0.711515,0.558935,1.879719
2,0.001999,0.171936,0.605000,0.200144,0.545455,0.617848,0.513834,0.473824,0.600478,0.665522,0.818496,0.695178,1.989226
3,0.001995,0.155792,0.671667,0.319030,0.658182,0.771779,0.794655,0.495141,0.661996,0.519670,0.882900,0.776924,1.882131
4,0.001988,0.133439,0.763333,0.297616,0.727273,0.834955,0.742518,0.613559,0.744361,0.743836,0.934501,0.892815,1.991800
5,0.001978,0.104635,0.836667,0.308345,0.735455,0.824771,0.767928,0.629396,0.748804,0.740191,0.938281,0.911244,1.980465
6,0.001966,0.104982,0.832222,0.282579,0.774091,0.868081,0.845850,0.691060,0.775120,0.735743,0.939184,0.916671,1.815751
7,0.001951,0.128933,0.808889,0.183194,0.781818,0.887259,0.847356,0.668574,0.752221,0.692927,0.943072,0.916671,1.721694
8,0.001934,0.098069,0.867222,0.586598,0.694545,0.830236,0.607943,0.532645,0.675666,0.714415,0.925306,0.846345,1.726504
9,0.001914,0.082831,0.878333,0.273674,0.785909,0.890686,0.846414,0.693464,0.776828,0.738695,0.951235,0.930352,1.715245
10,0.001891,0.085008,0.881111,0.338179,0.775455,0.898922,0.840391,0.621429,0.726589,0.635036,0.942943,0.914749,1.716983
11,0.001866,0.164043,0.760000,0.254660,0.768182,0.862514,0.848673,0.675806,0.759398,0.704202,0.940559,0.910679,1.820807
12,0.001839,0.090299,0.873889,0.247861,0.801364,0.889229,0.854508,0.706195,0.783322,0.745586,0.950269,0.938719,2.015356
13,0.001809,0.098393,0.847222,0.403790,0.640000,0.872687,0.757576,0.318519,0.586808,0.332413,0.837551,0.747527,1.964483
14,0.001777,0.110771,0.793889,0.286499,0.803182,0.871405,0.835121,0.700820,0.790841,0.770270,0.952718,0.939510,1.951186
15,0.001743,0.117602,0.807778,0.234098,0.795000,0.884809,0.844532,0.701590,0.785031,0.755348,0.949366,0.933292,1.975297
16,0.001707,0.087508,0.870556,0.272297,0.758636,0.897578,0.830228,0.591855,0.710868,0.607242,0.942750,0.905817,1.852549
17,0.001669,0.114159,0.781111,0.249937,0.807727,0.905200,0.856390,0.702997,0.780588,0.737745,0.954501,0.939963,1.926095
18,0.001629,0.087777,0.858333,0.264939,0.793636,0.895714,0.853755,0.694455,0.775120,0.728548,0.953340,0.925943,1.929844
19,0.001588,0.118233,0.796111,0.200324,0.788636,0.907104,0.838886,0.679880,0.769993,0.729827,0.951128,0.923568,1.986697
20,0.001545,0.077932,0.878889,0.212912,0.787273,0.904728,0.853379,0.710517,0.789815,0.756628,0.964898,0.942902,1.966843
21,0.001500,0.074764,0.871111,0.231482,0.799091,0.896443,0.832110,0.699663,0.791866,0.773353,0.971901,0.943581,1.930507
22,0.001454,0.078284,0.887778,0.279516,0.808636,0.892688,0.862225,0.710214,0.782980,0.738576,0.969624,0.931709,1.945924
23,0.001407,0.072718,0.890000,0.199812,0.804091,0.891260,0.831733,0.696949,0.789132,0.769173,0.971493,0.934649,1.942071
24,0.001358,0.067773,0.902778,0.332106,0.807273,0.891610,0.844344,0.706008,0.791183,0.764729,0.972911,0.944598,1.921057
25,0.001309,0.052532,0.918889,0.359906,0.803636,0.905841,0.859401,0.708999,0.783664,0.741949,0.972997,0.943242,1.976314
26,0.001259,0.059053,0.917778,0.342305,0.777273,0.900108,0.854696,0.667241,0.752221,0.681038,0.964533,0.928204,1.958479
27,0.001208,0.054236,0.919444,0.364288,0.788182,0.893278,0.782044,0.658407,0.775803,0.772853,0.971106,0.923568,1.938570
28,0.001156,0.060317,0.909444,0.353283,0.800909,0.904732,0.811030,0.685661,0.791866,0.782422,0.975832,0.945616,1.932842
29,0.001105,0.041025,0.940556,0.396177,0.808636,0.922158,0.856202,0.698024,0.776145,0.729451,0.969667,0.942563,1.962409
30,0.001052,0.041482,0.940556,0.282317,0.794091,0.910181,0.852814,0.713343,0.793575,0.763137,0.977164,0.949121,1.961327
31,0.001000,0.030817,0.956667,0.409554,0.815909,0.906274,0.833239,0.700676,0.794258,0.775037,0.976047,0.952852,1.989070
