epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.618284,0.704363,0.103870,0.794330,0.885107,0.732906,0.754034,0.734000,0.727738,0.862463,0.782797,1.778525
2,0.001999,0.131844,0.768083,0.093421,0.782990,0.910677,0.722650,0.765789,0.715500,0.737909,0.850597,0.820896,1.562249
3,0.001995,0.112649,0.776119,0.242910,0.761340,0.935212,0.726068,0.790865,0.694500,0.746998,0.864776,0.805185,1.560504
4,0.001988,0.108992,0.806544,0.099088,0.884021,0.953874,0.788889,0.793823,0.805000,0.785714,0.914627,0.830322,1.555212
5,0.001978,0.093996,0.823192,0.195324,0.807732,0.956676,0.806838,0.848627,0.784500,0.814783,0.921194,0.813433,1.763463
6,0.001966,0.086781,0.847302,0.159802,0.769588,0.923285,0.770513,0.820701,0.744500,0.781717,0.930970,0.896308,1.537974
7,0.001951,0.072468,0.882893,0.086711,0.837113,0.959904,0.814530,0.845000,0.805500,0.820323,0.948955,0.888060,1.549021
8,0.001934,0.061688,0.909874,0.107001,0.799485,0.931407,0.757265,0.813035,0.728500,0.772136,0.932015,0.883346,1.765201
9,0.001914,0.063860,0.909300,0.205312,0.804124,0.961450,0.805556,0.849785,0.779500,0.813373,0.952164,0.858602,1.729834
10,0.001891,0.069911,0.900689,0.126069,0.818557,0.937235,0.812821,0.848128,0.794000,0.815247,0.955000,0.921053,1.842547
11,0.001866,0.051845,0.925947,0.150037,0.813918,0.947645,0.809402,0.849222,0.787500,0.815137,0.959179,0.903771,1.656303
12,0.001839,0.042889,0.938576,0.261005,0.803093,0.948146,0.799573,0.845673,0.774500,0.810265,0.959030,0.906127,1.545277
13,0.001809,0.035921,0.948335,0.253065,0.753608,0.950976,0.771795,0.829502,0.738000,0.787165,0.962388,0.918696,1.590785
14,0.001777,0.051070,0.932836,0.428346,0.848969,0.938734,0.789744,0.793103,0.809500,0.789386,0.915448,0.856638,1.593749
15,0.001743,0.050767,0.929392,0.165742,0.804639,0.940019,0.809402,0.847678,0.790000,0.815303,0.962463,0.934014,1.651027
16,0.001707,0.036786,0.951206,0.211403,0.810825,0.952014,0.801709,0.845642,0.776500,0.809219,0.958209,0.910448,1.633985
17,0.001669,0.038464,0.940299,0.215849,0.825258,0.958661,0.825641,0.862162,0.802000,0.827225,0.960149,0.871170,1.639548
18,0.001629,0.033144,0.955798,0.197940,0.844330,0.953555,0.818803,0.853186,0.800500,0.821317,0.958881,0.899843,1.686137
19,0.001588,0.023141,0.966131,0.330812,0.812887,0.950782,0.811966,0.852646,0.789500,0.818925,0.957164,0.902200,1.569604
20,0.001545,0.039839,0.943743,0.622640,0.820103,0.945533,0.815385,0.856859,0.789500,0.820775,0.958507,0.884525,1.553004
21,0.001500,0.040210,0.958668,0.389000,0.801546,0.934345,0.821368,0.854558,0.805500,0.825011,0.948657,0.886881,1.568582
22,0.001454,0.025126,0.966131,0.507011,0.840206,0.945876,0.817949,0.846652,0.810000,0.822761,0.943507,0.893559,1.545883
23,0.001407,0.019522,0.974168,0.248140,0.804124,0.950392,0.807692,0.849498,0.785500,0.815959,0.960373,0.913983,1.561309
24,0.001358,0.022923,0.969575,0.308321,0.830412,0.942607,0.829915,0.856628,0.817500,0.828558,0.957537,0.927337,1.568995
25,0.001309,0.015240,0.981056,0.352739,0.834021,0.944338,0.829060,0.856631,0.817500,0.829837,0.946194,0.893559,1.551536
26,0.001259,0.032872,0.959816,0.175991,0.823196,0.960051,0.816239,0.854828,0.794500,0.821382,0.962761,0.902200,1.603795
27,0.001208,0.013933,0.983352,0.334134,0.836598,0.950667,0.825641,0.856641,0.811500,0.828402,0.951567,0.911626,1.666416
28,0.001156,0.017978,0.977612,0.373145,0.791237,0.960346,0.796154,0.844473,0.767500,0.806169,0.960597,0.888060,1.550950
29,0.001105,0.020987,0.969001,0.316187,0.830412,0.962814,0.814530,0.852180,0.794500,0.819658,0.951194,0.905342,1.583645
30,0.001052,0.023780,0.966705,0.543710,0.852062,0.950542,0.815385,0.839763,0.813000,0.819672,0.930970,0.855852,1.651629
31,0.001000,0.015230,0.982778,0.367097,0.802062,0.940481,0.826068,0.856942,0.811000,0.827712,0.948358,0.911233,1.645114
32,0.000948,0.012467,0.985649,0.498708,0.847423,0.955384,0.823504,0.854833,0.808000,0.824977,0.939030,0.869207,1.533976
33,0.000895,0.011030,0.988519,0.736568,0.801546,0.944173,0.806410,0.847731,0.784500,0.813984,0.945597,0.876277,1.669550
34,0.000844,0.022230,0.971297,0.509079,0.853093,0.952015,0.823077,0.849345,0.813000,0.822581,0.939254,0.888845,1.554380
35,0.000792,0.013426,0.983927,0.369509,0.812887,0.953453,0.811966,0.853039,0.789000,0.819039,0.958657,0.901807,1.537867
36,0.000741,0.011792,0.985649,0.322703,0.844845,0.962920,0.817949,0.852288,0.802000,0.822739,0.946493,0.882168,1.527712
37,0.000691,0.008072,0.990241,0.476875,0.844330,0.957803,0.814957,0.844970,0.803500,0.817464,0.935746,0.879811,1.634070
38,0.000642,0.009769,0.987945,0.295487,0.828351,0.954738,0.817521,0.853516,0.797000,0.820035,0.953209,0.904949,1.708428
39,0.000593,0.007162,0.990815,0.495303,0.864949,0.961947,0.817949,0.847857,0.806000,0.820204,0.937164,0.860958,1.657505
40,0.000546,0.009795,0.989093,0.406720,0.847938,0.955031,0.808547,0.841247,0.794000,0.810836,0.937313,0.882954,1.623882
41,0.000500,0.009167,0.989667,0.533799,0.843299,0.948744,0.821368,0.849097,0.809000,0.820320,0.941119,0.868028,1.542775
42,0.000455,0.006589,0.990241,0.480846,0.845876,0.952952,0.824359,0.851141,0.814500,0.825083,0.939552,0.874313,1.559072
43,0.000412,0.005905,0.993111,0.422173,0.833505,0.959127,0.811966,0.850238,0.792000,0.817704,0.946940,0.885310,1.530410
44,0.000371,0.009564,0.989093,0.337400,0.818041,0.950688,0.805128,0.844262,0.785000,0.810906,0.949403,0.904949,1.633283
45,0.000331,0.008371,0.987945,0.412328,0.838660,0.956448,0.816239,0.849440,0.800000,0.818676,0.947015,0.895130,1.596186
46,0.000293,0.005618,0.995408,0.628039,0.830928,0.955773,0.820085,0.853667,0.803500,0.823371,0.942164,0.871170,1.590968
47,0.000257,0.003824,0.994259,0.611800,0.849485,0.958434,0.820513,0.852113,0.806000,0.822993,0.939925,0.871956,1.549201
48,0.000223,0.004499,0.993685,0.603398,0.842268,0.952302,0.821368,0.852297,0.808000,0.824176,0.937910,0.866850,1.578753
49,0.000191,0.002495,0.997704,0.663908,0.852062,0.952579,0.820085,0.848507,0.808500,0.820777,0.934851,0.859780,1.542836
50,0.000161,0.004626,0.993111,0.605020,0.847423,0.954652,0.817521,0.848635,0.804000,0.819853,0.938134,0.866850,1.554921
51,0.000134,0.002513,0.997130,0.607940,0.853093,0.957819,0.822222,0.852587,0.808500,0.823908,0.939030,0.866850,1.593942
52,0.000109,0.002583,0.997704,0.636270,0.856186,0.957023,0.821795,0.851970,0.810000,0.825207,0.937761,0.864493,1.591329
53,0.000086,0.001944,0.997130,0.654171,0.854124,0.954147,0.820940,0.850624,0.808500,0.822767,0.936493,0.861351,1.583115
54,0.000066,0.002832,0.997130,0.709055,0.853608,0.954689,0.822222,0.852900,0.810500,0.826545,0.936418,0.861351,1.574934
55,0.000049,0.002121,0.996556,0.707353,0.861856,0.953127,0.822222,0.848507,0.814000,0.823697,0.936119,0.864101,1.542407
56,0.000034,0.002617,0.997130,0.662912,0.856186,0.955504,0.826496,0.855000,0.815500,0.828929,0.938806,0.865672,1.586707
57,0.000022,0.001913,0.997130,0.666064,0.852577,0.955300,0.826496,0.855000,0.815000,0.828386,0.939478,0.867636,1.624614
58,0.000012,0.001889,0.998278,0.669283,0.853608,0.955662,0.826496,0.854793,0.815000,0.828067,0.939403,0.866850,1.609946
59,0.000005,0.001833,0.997704,0.684284,0.856701,0.953459,0.826923,0.854474,0.815000,0.826941,0.939179,0.867636,1.597731
60,0.000001,0.001950,0.998278,0.672235,0.853093,0.954775,0.830342,0.857757,0.819000,0.831314,0.939701,0.867636,1.589972
