epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.925019,0.691411,0.509912,0.636667,0.714231,0.687821,0.647357,0.716964,0.738233,0.828571,0.734023,1.593406
2,0.001999,0.215858,0.729448,0.196533,0.627222,0.678303,0.669872,0.603541,0.684821,0.689534,0.830893,0.605263,1.483392
3,0.001995,0.103691,0.838037,0.556973,0.718889,0.757854,0.796795,0.693720,0.760714,0.728195,0.867857,0.772556,1.545244
4,0.001988,0.146119,0.780982,0.228962,0.739444,0.889375,0.682692,0.671533,0.725000,0.766667,0.872500,0.680451,1.524298
5,0.001978,0.077941,0.880368,0.304116,0.730000,0.855883,0.790385,0.766928,0.825893,0.846577,0.960179,0.908835,1.605363
6,0.001966,0.078234,0.895706,0.270341,0.757222,0.884260,0.754487,0.734948,0.800000,0.825816,0.925893,0.797932,1.559198
7,0.001951,0.058861,0.920245,0.339173,0.808889,0.953707,0.866026,0.776948,0.820536,0.783638,0.989821,0.946429,1.713553
8,0.001934,0.108773,0.874847,0.260102,0.775000,0.917780,0.913462,0.880637,0.908929,0.907104,0.978393,0.928571,1.567739
9,0.001914,0.032576,0.965031,1.544632,0.674444,0.880978,0.585256,0.626228,0.667857,0.744505,0.922857,0.834586,1.917444
10,0.001891,0.105960,0.887730,0.172633,0.788333,0.920060,0.844872,0.737527,0.793750,0.746432,0.959643,0.921053,1.818191
11,0.001866,0.048822,0.938037,0.171515,0.862778,0.942598,0.909615,0.878762,0.916964,0.916592,0.979643,0.962406,2.205904
12,0.001839,0.035298,0.958896,0.176159,0.880556,0.955790,0.938462,0.915344,0.937500,0.936823,0.985714,0.979323,2.139837
13,0.001809,0.033309,0.955828,0.149288,0.853889,0.947043,0.896154,0.868720,0.910714,0.914676,0.989643,0.972744,1.630005
14,0.001777,0.015278,0.977914,0.425506,0.800556,0.936507,0.933333,0.903525,0.921429,0.917137,0.989286,0.969925,1.581563
15,0.001743,0.094997,0.912883,0.284870,0.863333,0.956807,0.866026,0.837101,0.883929,0.892027,0.979464,0.938910,1.605142
16,0.001707,0.029414,0.952147,0.255082,0.858333,0.958663,0.925000,0.888677,0.906250,0.898941,0.993393,0.973684,4.829174
17,0.001669,0.014929,0.979755,0.157940,0.910000,0.980559,0.922436,0.897021,0.925893,0.927001,0.991250,0.964286,5.818023
18,0.001629,0.018563,0.976687,0.359663,0.852778,0.953289,0.883974,0.854385,0.898214,0.903061,0.978393,0.933271,5.865223
19,0.001588,0.015650,0.982822,0.269807,0.875000,0.955749,0.942949,0.921586,0.941071,0.940647,0.991250,0.975564,5.636503
20,0.001545,0.004600,0.993865,0.401572,0.791667,0.955449,0.931410,0.897411,0.910714,0.903475,0.992679,0.967105,5.406915
21,0.001500,0.013126,0.984663,0.214030,0.896667,0.970283,0.950000,0.929730,0.944643,0.943327,0.996250,0.983083,5.775169
22,0.001454,0.051765,0.953988,0.363784,0.797222,0.959905,0.768590,0.754922,0.808036,0.837980,0.991250,0.959586,5.472187
23,0.001407,0.019306,0.971166,0.260466,0.880000,0.960241,0.930769,0.907216,0.933036,0.933687,0.993214,0.976504,4.111328
24,0.001358,0.005310,0.992638,0.208264,0.909444,0.975042,0.951923,0.932127,0.945536,0.944088,0.994643,0.983083,1.498028
25,0.001309,0.008217,0.988957,0.333815,0.825556,0.966085,0.935256,0.904265,0.917857,0.912046,0.990893,0.977444,1.453660
26,0.001259,0.017523,0.973006,0.391869,0.807778,0.959081,0.947436,0.922787,0.933929,0.929791,0.996786,0.989662,1.414905
27,0.001208,0.007595,0.990184,0.238825,0.857778,0.962406,0.944231,0.922391,0.941071,0.940000,0.995893,0.988722,1.406664
28,0.001156,0.016955,0.971166,0.276937,0.893333,0.962490,0.926282,0.900087,0.926786,0.926655,0.988929,0.967105,1.562761
29,0.001105,0.013133,0.985276,0.422521,0.823889,0.962722,0.945513,0.920038,0.932143,0.927894,0.996786,0.983083,1.467580
30,0.001052,0.003418,0.995706,0.796847,0.787778,0.961822,0.912179,0.861756,0.879464,0.863498,0.992143,0.975564,1.437427
31,0.001000,0.005719,0.995092,0.350623,0.865556,0.968711,0.948077,0.923657,0.933036,0.928910,0.995714,0.985902,1.435705
32,0.000948,0.004312,0.996319,0.381352,0.877222,0.960463,0.884615,0.855538,0.900000,0.904924,0.987321,0.949248,1.541171
33,0.000895,0.003078,0.993865,0.328673,0.875000,0.957812,0.937821,0.914235,0.935714,0.934901,0.987143,0.968045,1.470374
34,0.000844,0.001786,0.998160,0.318521,0.878333,0.971948,0.950000,0.927911,0.939286,0.936567,0.992857,0.978383,1.504227
35,0.000792,0.001397,0.999387,0.285818,0.904444,0.964454,0.937179,0.912343,0.930357,0.928962,0.987143,0.965226,1.525303
36,0.000741,0.001440,1.000000,0.430153,0.832778,0.965819,0.949359,0.925401,0.933929,0.929791,0.992143,0.974624,1.475602
37,0.000691,0.002520,0.996319,0.386825,0.870556,0.962006,0.883333,0.852273,0.891071,0.895904,0.981250,0.949248,1.522792
38,0.000642,0.002806,0.995092,0.466334,0.857778,0.968696,0.940385,0.910663,0.919643,0.913295,0.989107,0.971805,1.522361
