epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,1.346487,0.525575,0.211590,0.566279,0.668269,0.560317,0.650694,0.577528,0.673043,0.761011,0.597280,0.740009
2,0.001999,0.154808,0.718670,2.700024,0.526744,0.804400,0.500000,0.652956,0.525281,0.677850,0.778989,0.758723,0.708475
3,0.001995,0.275026,0.695652,0.118845,0.855814,0.913716,0.826984,0.803131,0.819101,0.805556,0.979213,0.899468,0.749770
4,0.001988,0.043845,0.941176,0.084856,0.901163,0.965187,0.902116,0.891112,0.897753,0.892689,0.998764,0.993495,0.738915
5,0.001978,0.017011,0.983376,0.127582,0.877907,0.979454,0.868254,0.874433,0.871348,0.883342,0.998764,0.993495,0.691598
6,0.001966,0.044275,0.948849,0.076363,0.938372,0.985587,0.930159,0.927790,0.926966,0.928806,0.998315,0.991130,0.688882
7,0.001951,0.030203,0.966752,0.089291,0.940698,0.984100,0.924868,0.922149,0.921910,0.923668,0.999326,0.996452,0.688292
8,0.001934,0.013578,0.984655,0.025369,0.993023,0.996971,0.946561,0.941585,0.943820,0.942130,0.999888,0.999409,0.693553
9,0.001914,0.019422,0.980818,0.027772,0.981395,0.996290,0.946032,0.940767,0.943258,0.941313,1.000000,1.000000,0.687098
10,0.001891,0.011317,0.991049,0.062888,0.973256,0.990059,0.940741,0.935927,0.938202,0.936999,0.999775,0.998817,0.688451
11,0.001866,0.002784,0.996164,0.327194,0.794186,0.962293,0.820635,0.766046,0.809551,0.766046,0.996742,0.983442,0.702981
12,0.001839,0.010548,0.992327,0.053690,0.938372,0.994678,0.917989,0.906570,0.912921,0.906570,0.999888,0.999409,0.687193
13,0.001809,0.001529,0.998721,0.042082,0.975581,0.993916,0.941799,0.936121,0.938202,0.936121,0.999663,0.998226,0.690236
14,0.001777,0.014866,0.979540,0.101861,0.867442,0.975338,0.883069,0.859860,0.875843,0.859860,0.999213,0.995860,0.692877
15,0.001743,0.014476,0.987212,0.037774,0.965116,0.994419,0.948677,0.943963,0.945506,0.943963,0.999888,0.999409,0.690856
16,0.001707,0.005991,0.996164,0.098982,0.934884,0.983164,0.924339,0.913386,0.919663,0.913386,1.000000,1.000000,0.722752
17,0.001669,0.035979,0.960358,0.072359,0.958140,0.988513,0.932804,0.930563,0.931461,0.933114,0.998315,0.991130,0.759368
18,0.001629,0.011062,0.993606,0.383217,0.852326,0.932034,0.876720,0.850545,0.869101,0.850545,0.997640,0.989947,0.794471
19,0.001588,0.014623,0.993606,0.044724,0.930233,0.996236,0.934392,0.926103,0.930337,0.926103,1.000000,1.000000,0.717233
20,0.001545,0.002563,0.997442,0.029363,0.972093,0.997226,0.938624,0.931684,0.934831,0.931684,1.000000,1.000000,0.785051
21,0.001500,0.000785,1.000000,0.048910,0.981395,0.994613,0.956614,0.953567,0.955056,0.954649,0.999663,0.998226,0.703346
22,0.001454,0.009057,0.992327,0.043938,0.954651,0.992569,0.925926,0.915254,0.921348,0.915254,1.000000,1.000000,0.746457
23,0.001407,0.002103,1.000000,0.033292,0.977907,0.995711,0.955556,0.951613,0.952809,0.951613,1.000000,1.000000,0.720645
24,0.001358,0.006977,0.994885,0.042628,0.953488,0.994467,0.947090,0.941452,0.943820,0.941452,1.000000,1.000000,0.947743
25,0.001309,0.000569,1.000000,0.066806,0.972093,0.992255,0.949735,0.946599,0.947191,0.947132,0.999438,0.997043,0.689393
26,0.001259,0.000667,1.000000,0.183880,0.877907,0.979546,0.886243,0.863665,0.879213,0.863665,0.999663,0.998226,0.702349
27,0.001208,0.000806,1.000000,0.167460,0.887209,0.975398,0.903175,0.885981,0.897191,0.885981,1.000000,1.000000,0.718228
28,0.001156,0.001069,0.998721,0.037284,0.991860,0.995944,0.960317,0.957411,0.957865,0.957411,1.000000,1.000000,0.723579
29,0.001105,0.005236,0.997442,0.101012,0.900000,0.989870,0.912698,0.898336,0.907303,0.898336,1.000000,1.000000,0.716447
30,0.001052,0.007955,0.992327,0.073762,0.924419,0.994283,0.916402,0.903423,0.911236,0.903423,1.000000,1.000000,0.890341
31,0.001000,0.001311,1.000000,0.064995,0.938372,0.993402,0.932275,0.923445,0.928090,0.923445,1.000000,1.000000,0.696351
32,0.000948,0.000308,1.000000,0.059435,0.954651,0.991833,0.951323,0.946324,0.948315,0.946324,1.000000,1.000000,0.697446
33,0.000895,0.000499,1.000000,0.091775,0.944186,0.982628,0.956614,0.952546,0.953933,0.952546,0.999888,0.999409,0.707724
34,0.000844,0.000133,1.000000,0.147539,0.933721,0.973510,0.946561,0.940623,0.943258,0.940623,0.999888,0.999409,0.707261
35,0.000792,0.001241,0.998721,0.357214,0.888372,0.937631,0.880423,0.855683,0.873034,0.855683,0.999775,0.998817,0.700234
36,0.000741,0.003963,0.997442,0.162282,0.915116,0.969897,0.927513,0.916818,0.923034,0.916818,1.000000,1.000000,0.716742
37,0.000691,0.000432,1.000000,0.053828,0.966279,0.992758,0.944444,0.937980,0.941011,0.937980,1.000000,1.000000,0.705126
38,0.000642,0.000112,1.000000,0.063272,0.962791,0.992434,0.931746,0.922615,0.927528,0.922615,1.000000,1.000000,0.696701
39,0.000593,0.000116,1.000000,0.053420,0.965116,0.993894,0.949735,0.944412,0.946629,0.944412,1.000000,1.000000,0.680883
40,0.000546,0.000074,1.000000,0.053677,0.963953,0.993375,0.946032,0.940071,0.942697,0.940071,1.000000,1.000000,0.698593
41,0.000500,0.000104,1.000000,0.056397,0.963953,0.993353,0.948677,0.943506,0.945506,0.943506,1.000000,1.000000,0.692104
42,0.000455,0.000091,1.000000,0.066221,0.960465,0.991585,0.939153,0.931912,0.935393,0.931912,1.000000,1.000000,0.694346
43,0.000412,0.000132,1.000000,0.058808,0.965116,0.992893,0.939683,0.932544,0.935955,0.932544,1.000000,1.000000,0.700449
44,0.000371,0.000116,1.000000,0.098019,0.948837,0.987426,0.930159,0.920673,0.925843,0.920673,1.000000,1.000000,0.691612
45,0.000331,0.000095,1.000000,0.090085,0.952326,0.987999,0.938095,0.930316,0.934270,0.930316,1.000000,1.000000,0.696777
46,0.000293,0.000044,1.000000,0.070273,0.958140,0.990714,0.943386,0.937022,0.939888,0.937022,1.000000,1.000000,0.698559
47,0.000257,0.000106,1.000000,0.065283,0.968605,0.990260,0.950265,0.945349,0.947191,0.945349,1.000000,1.000000,0.695940
48,0.000223,0.000053,1.000000,0.063631,0.968605,0.991239,0.947090,0.941589,0.943820,0.941589,1.000000,1.000000,0.700771
49,0.000191,0.000099,1.000000,0.092789,0.958140,0.986847,0.937037,0.929209,0.933146,0.929209,1.000000,1.000000,0.704036
50,0.000161,0.000092,1.000000,0.072626,0.969767,0.990000,0.941270,0.934667,0.937640,0.934667,1.000000,1.000000,0.691499
51,0.000134,0.000039,1.000000,0.067543,0.969767,0.991595,0.941799,0.935294,0.938202,0.935294,1.000000,1.000000,0.689533
52,0.000109,0.000058,1.000000,0.068514,0.968605,0.991428,0.941799,0.935218,0.938202,0.935218,1.000000,1.000000,0.681015
53,0.000086,0.000037,1.000000,0.075108,0.968605,0.989616,0.941799,0.935218,0.938202,0.935218,1.000000,1.000000,0.695664
54,0.000066,0.000030,1.000000,0.069802,0.968605,0.991303,0.942857,0.936471,0.939326,0.936471,1.000000,1.000000,0.696554
55,0.000049,0.000074,1.000000,0.069726,0.968605,0.991260,0.942857,0.936471,0.939326,0.936471,1.000000,1.000000,0.697875
56,0.000034,0.000074,1.000000,0.065975,0.968605,0.991790,0.944444,0.938416,0.941011,0.938416,1.000000,1.000000,0.736699
57,0.000022,0.000046,1.000000,0.064282,0.968605,0.991704,0.945503,0.939660,0.942135,0.939660,1.000000,1.000000,0.690353
58,0.000012,0.000032,1.000000,0.062430,0.968605,0.992217,0.945503,0.939660,0.942135,0.939660,1.000000,1.000000,0.704279
59,0.000005,0.000033,1.000000,0.062440,0.968605,0.992174,0.944974,0.939039,0.941573,0.939039,1.000000,1.000000,0.694628
60,0.000001,0.000039,1.000000,0.062293,0.968605,0.992185,0.944974,0.939039,0.941573,0.939039,1.000000,1.000000,0.764713
