epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.810980,0.553333,0.195878,0.524500,0.569608,0.483069,0.636262,0.508427,0.661378,0.494157,0.488912,1.545146
2,0.001999,0.164674,0.638889,0.163867,0.689000,0.754982,0.726190,0.742088,0.732022,0.757375,0.920674,0.786369,1.598251
3,0.001995,0.141388,0.742222,0.244075,0.666500,0.755208,0.719841,0.694372,0.719101,0.706400,0.915169,0.795535,1.734711
4,0.001988,0.193094,0.639444,0.307349,0.609000,0.759241,0.670106,0.577145,0.659831,0.584277,0.911966,0.803075,1.803348
5,0.001978,0.150877,0.737778,0.332197,0.613000,0.754565,0.661640,0.558509,0.651685,0.566130,0.889326,0.771585,1.706999
6,0.001966,0.122766,0.782778,0.137081,0.735500,0.803010,0.751852,0.762652,0.756461,0.776604,0.959157,0.846097,1.771330
7,0.001951,0.152238,0.688333,0.196988,0.708000,0.786181,0.748413,0.739666,0.748034,0.750764,0.940169,0.835009,1.806903
8,0.001934,0.149962,0.687222,0.240791,0.689500,0.774199,0.729365,0.702010,0.727247,0.712807,0.936067,0.832348,1.744190
9,0.001914,0.148986,0.712222,0.214052,0.704000,0.792200,0.752381,0.744541,0.753371,0.756517,0.942303,0.845062,1.660704
10,0.001891,0.107087,0.821667,0.250217,0.756000,0.809402,0.760847,0.767609,0.763483,0.780042,0.952022,0.861177,1.696834
11,0.001866,0.119454,0.809444,0.473402,0.662500,0.774717,0.689418,0.616590,0.680899,0.624339,0.896433,0.804406,1.841497
12,0.001839,0.114664,0.825556,0.945735,0.600000,0.803999,0.652646,0.515319,0.639045,0.520701,0.853764,0.788734,1.818637
13,0.001809,0.119771,0.815556,0.257441,0.778500,0.836262,0.761376,0.776622,0.766854,0.790721,0.962135,0.866499,1.855577
14,0.001777,0.138299,0.767778,0.203126,0.739500,0.779452,0.737831,0.772027,0.748034,0.789090,0.955787,0.833974,1.869737
15,0.001743,0.075937,0.880000,0.254439,0.771000,0.839473,0.770106,0.771256,0.771348,0.782585,0.957612,0.869604,1.542189
16,0.001707,0.091517,0.862222,0.353780,0.784500,0.830337,0.767460,0.785557,0.774157,0.800199,0.964213,0.869899,1.546026
17,0.001669,0.093241,0.858333,0.317788,0.757000,0.835672,0.762434,0.753025,0.762921,0.764377,0.950618,0.871969,1.558658
18,0.001629,0.087399,0.882778,0.251608,0.772000,0.847252,0.762963,0.790556,0.772191,0.806582,0.967331,0.865760,1.819442
19,0.001588,0.089082,0.871667,0.829335,0.596000,0.828118,0.636243,0.455446,0.619944,0.459449,0.857022,0.787404,1.836612
20,0.001545,0.113065,0.839444,0.247226,0.772000,0.833622,0.764286,0.762843,0.766573,0.775223,0.961096,0.865316,1.589401
21,0.001500,0.097275,0.847222,0.229329,0.779500,0.850601,0.762963,0.745455,0.760955,0.755108,0.961994,0.882762,1.542824
22,0.001454,0.076322,0.876667,0.271213,0.780500,0.844340,0.767989,0.769514,0.770506,0.781842,0.963933,0.882318,1.551744
23,0.001407,0.086882,0.870556,0.276055,0.793500,0.841983,0.776984,0.789828,0.781742,0.803042,0.968258,0.883944,1.781368
24,0.001358,0.074787,0.896111,0.267895,0.796500,0.854059,0.775661,0.789264,0.780618,0.802628,0.969157,0.882466,1.878894
25,0.001309,0.070925,0.890000,0.276715,0.797500,0.850175,0.771958,0.794860,0.778090,0.808717,0.972921,0.891336,1.931976
26,0.001259,0.084905,0.880000,0.423126,0.702500,0.833666,0.716931,0.654393,0.709551,0.662092,0.923230,0.866203,1.757569
27,0.001208,0.137723,0.778889,0.284391,0.746000,0.832090,0.739418,0.776897,0.749157,0.793430,0.960056,0.833235,1.840842
28,0.001156,0.078608,0.887778,0.307740,0.798000,0.850852,0.779365,0.790136,0.783708,0.803069,0.971798,0.900651,1.800655
