epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,0.864416,0.519925,0.197814,0.438202,0.394093,0.491875,0.457638,0.501667,0.534268,0.473833,0.520175,1.381807
2,0.001999,0.170159,0.560399,0.179681,0.498315,0.511743,0.486250,0.364760,0.477500,0.429481,0.434333,0.473684,1.391967
3,0.001995,0.177896,0.518680,0.184649,0.423034,0.415075,0.533750,0.377295,0.512500,0.435873,0.517167,0.510526,1.370700
4,0.001988,0.165723,0.576588,0.270210,0.397191,0.359890,0.476875,0.476548,0.505000,0.561947,0.566167,0.566667,1.368002
5,0.001978,0.167880,0.568493,0.267734,0.460674,0.487200,0.387500,0.543336,0.501667,0.660998,0.555833,0.514912,1.386477
6,0.001966,0.174387,0.522416,0.298533,0.500000,0.433728,0.630000,0.086420,0.515000,0.087774,0.556833,0.539474,1.372359
7,0.001951,0.168330,0.550436,0.300961,0.464045,0.448291,0.484375,0.436090,0.495833,0.513274,0.496833,0.521053,1.365506
8,0.001934,0.166648,0.589041,0.275923,0.470225,0.424878,0.505000,0.531915,0.554167,0.627178,0.651000,0.518421,1.373586
9,0.001914,0.162457,0.594022,0.227428,0.541011,0.533345,0.595625,0.210012,0.508333,0.225722,0.580000,0.506140,1.441858
10,0.001891,0.161004,0.599004,0.243719,0.455056,0.398974,0.404375,0.529383,0.496667,0.639618,0.667500,0.582456,1.364703
11,0.001866,0.163206,0.597136,0.366921,0.502247,0.502075,0.533750,0.526048,0.568333,0.615156,0.617000,0.565789,1.375157
12,0.001839,0.161718,0.641345,0.450290,0.467416,0.482091,0.507500,0.524729,0.560000,0.622318,0.659667,0.635088,1.386124
13,0.001809,0.153235,0.655666,0.526445,0.498315,0.466074,0.498750,0.542237,0.559167,0.642326,0.728833,0.658772,1.370228
14,0.001777,0.133616,0.737235,0.613212,0.539326,0.500120,0.538750,0.562278,0.591667,0.659249,0.745500,0.686842,1.372519
15,0.001743,0.149092,0.720423,0.421417,0.574719,0.535715,0.561250,0.566131,0.610000,0.661850,0.743167,0.685088,1.384873
16,0.001707,0.119582,0.777086,1.029768,0.542697,0.505750,0.581250,0.583333,0.630000,0.678726,0.786167,0.739474,1.395449
17,0.001669,0.129160,0.765878,0.696118,0.572472,0.560802,0.603750,0.572200,0.633333,0.658385,0.764833,0.607018,1.370034
18,0.001629,0.112187,0.787671,0.800636,0.602809,0.553854,0.641250,0.596910,0.669167,0.681636,0.797167,0.712281,1.368452
19,0.001588,0.132194,0.775841,0.916922,0.533146,0.545145,0.680625,0.561373,0.668333,0.621673,0.789167,0.716667,1.385358
20,0.001545,0.112242,0.792030,2.287417,0.538202,0.509537,0.679375,0.530650,0.648333,0.578842,0.770667,0.687719,1.373356
