epoch,lr,train_loss,train_acc,val_loss,val_acc,val_auc,test_seg_acc,test_seg_f1,test_acc_bal,test_f1_bal,test_auc,test_pauc,epoch_sec
1,0.002000,1.028592,0.589176,1.373036,0.631111,0.650867,0.474051,0.564694,0.570690,0.684010,0.705345,0.626134,1.478221
2,0.001999,0.183522,0.725092,0.161636,0.650000,0.780010,0.735443,0.576065,0.686207,0.609442,0.786379,0.734120,1.445347
3,0.001995,0.132400,0.767528,0.150195,0.835000,0.877807,0.763924,0.711969,0.781897,0.784681,0.877414,0.786751,1.517507
4,0.001988,0.130425,0.792128,0.164740,0.736111,0.834604,0.802532,0.746753,0.803448,0.801394,0.885172,0.620690,1.486060
5,0.001978,0.157149,0.781673,0.129384,0.749444,0.839109,0.699367,0.668064,0.722414,0.748044,0.871034,0.772232,1.453311
6,0.001966,0.099054,0.858549,1.145856,0.531111,0.661236,0.680380,0.231355,0.564655,0.231355,0.901034,0.800363,1.452343
7,0.001951,0.105370,0.859164,0.408039,0.615000,0.862320,0.812025,0.696629,0.762069,0.711900,0.917414,0.748639,1.453473
8,0.001934,0.121549,0.821648,0.235432,0.816667,0.900041,0.684810,0.674084,0.724138,0.762963,0.901897,0.828494,1.470143
9,0.001914,0.068305,0.895449,0.642401,0.596667,0.827200,0.819620,0.701571,0.771552,0.716578,0.922414,0.807623,1.468352
10,0.001891,0.103235,0.844403,0.236010,0.796667,0.882144,0.737342,0.709180,0.756897,0.782071,0.906897,0.786751,1.428908
11,0.001866,0.070409,0.913899,0.397615,0.647222,0.881933,0.866456,0.798472,0.836207,0.814815,0.930862,0.867514,1.413922
12,0.001839,0.062485,0.913899,0.383233,0.725556,0.816985,0.803165,0.755311,0.797414,0.803347,0.905000,0.784936,1.438787
13,0.001809,0.096282,0.856704,0.422563,0.663333,0.928173,0.798101,0.640361,0.732759,0.646925,0.929828,0.840290,1.463161
14,0.001777,0.045789,0.932964,0.248959,0.815000,0.908510,0.811392,0.769706,0.815517,0.823140,0.918103,0.823049,1.445370
15,0.001743,0.061087,0.925584,0.270533,0.803333,0.903779,0.853165,0.792487,0.830172,0.818098,0.941724,0.820327,1.438542
16,0.001707,0.069426,0.921279,0.632127,0.609444,0.793472,0.816456,0.705285,0.770690,0.722917,0.911207,0.780399,1.513704
17,0.001669,0.058565,0.905289,0.503548,0.632222,0.880962,0.833544,0.723449,0.784483,0.733475,0.958793,0.862976,1.520530
18,0.001629,0.049778,0.934194,0.271742,0.825000,0.898694,0.833544,0.790104,0.831034,0.834739,0.927586,0.858439,1.417267
19,0.001588,0.041690,0.947724,0.477273,0.724444,0.883698,0.875316,0.812202,0.849138,0.829601,0.952069,0.885662,1.434676
20,0.001545,0.028118,0.958180,0.469701,0.682222,0.917535,0.877215,0.814885,0.847414,0.828322,0.941724,0.892922,1.420841
21,0.001500,0.035712,0.949569,0.364518,0.782222,0.944326,0.865823,0.792969,0.831897,0.806356,0.944483,0.875681,1.410739
22,0.001454,0.033542,0.958180,0.383588,0.798889,0.897228,0.879114,0.834057,0.868103,0.862534,0.955345,0.864791,1.479192
23,0.001407,0.024578,0.964945,0.356522,0.852778,0.908115,0.871519,0.829268,0.862069,0.860384,0.950517,0.852087,1.471163
24,0.001358,0.058024,0.940344,0.683001,0.682222,0.910696,0.853797,0.764045,0.812069,0.774327,0.945000,0.888385,1.501475
25,0.001309,0.020771,0.972940,0.627470,0.741667,0.900006,0.861392,0.785504,0.827586,0.800399,0.954483,0.874773,1.580476
